surah_number,ayah_from,ayah_to,topic_id,topic,notes
41,5,7,302,"موقف المشركين من القرآن وجوابهم وتهديدهم",""
41,8,8,202,"جزاء المؤمنين",""
41,9,12,101,"من أدلة وجود الله وقدرته وقصة الخلق",""
41,13,18,404,"تهديد المشركين بمثال عاقبة عاد وثمود",""
41,19,29,302,"عقوبة أعداء الله في الحشر",""
41,30,32,202,"ثواب المستقيمين في الدنيا والآخرة",""
41,33,36,202,"فضل وآداب الدعوة إلى الله",""
41,37,39,101,"بعض آيات الله الدالة على قدرته",""
41,40,44,601,"تهديد الملحدين في القرآن والتأكيد على أن القرآن منزل من عند الله عربيًا هدى وشفاء للمؤمنين وعمى على الكافرين",""
41,45,46,404,"ذكر موسى عليه السلام والتوراة واختلاف الناس فيه وجزاء كل من المؤمنين والكافرين",""
41,47,48,102,"اختصاص علم الساعة وعلم الغيب بالله تعالى وضلال المشركين عن معبوديهم",""
41,49,52,303,"طبيعة الإنسان في الضراء والسراء",""
41,53,54,101,"التأمل في آيات الله في الآفاق والأنفس",""
42,1,6,105,"وحدة الوحي لكل الرسل من الله وعظمة الله تعالى وبعض وظائف الملائكة",""
42,7,9,601,"عربية القرآن ووظيفته وموقف الناس منه",""
42,10,12,103,"التوكل على الله وعظمة الله تعالى ونعمه على عباده",""
42,13,14,105,"الوحي واحد والدين واحد واختلاف الناس فيه",""
42,15,16,401,"الأمر بالدعوة والاستقامة والعدل والرد على المجادلين وتهديدهم",""
42,17,19,302,"إثبات قيام الساعة وقربها ومجادلة الكفار فيها",""
42,20,26,202,"المؤمنون والكافرون وجزاؤهم",""
42,27,27,303,"طبيعة أكثر الناس",""
42,28,36,102,"سنة الله في عباده وبعض مظاهر قدرة الله تعالى",""
42,37,43,202,"من صفات المؤمنين",""
42,44,46,302,"عاقبة الكافرين",""
42,47,50,303,"إثبات يوم القيامة وأن الأمر كله بيد الله تعالى في الدنيا والآخرة",""
42,51,53,105,"أنواع الوحي وحقيقته",""
43,1,4,601,"القرآن وعربيته ومكانته",""
43,5,8,302,"المسرفون واستهزاؤهم بالأنبياء وعقابهم",""
43,9,14,103,"بيان عظمة الله ونعمه على الناس",""
43,15,25,305,"من افتراءات المشركين والرد عليهم وتقاليدهم الأعمى",""
43,26,28,404,"شيء من قصة إبراهيم مع قومه",""
43,29,35,305,"من افتراءات المشركين والرد عليهم",""
43,36,42,302,"الحرص عن ذكر الله قرينه الشيطان في الدنيا وفي نار جهنم",""
43,43,45,401,"توجيهات للنبي ﷺ",""
43,46,56,404,"قصة موسى عليه السلام مع فرعون",""
43,57,66,404,"قصة عيسى وعبوديته لله وأن نزوله من علامات الساعة",""
43,67,73,202,"جزاء المتقين في الجنة",""
43,74,80,302,"عذاب أهل النار في النار",""
43,81,89,105,"أدلة الوحدانية ونفي الشريك والولد عن الله سبحانه",""
44,1,6,601,"نزول القرآن في ليلة القدر",""
44,7,8,102,"بيان قدرة الله تعالى",""
44,9,16,302,"موقف المشركين من الدعوة والقرآن وتهديدهم",""
44,17,33,404,"قصة قوم فرعون للاعتبار بما حل بهم",""
44,34,39,302,"إنكار المشركين للبعث والرد عليهم",""
44,40,50,302,"ما أعده الله تعالى لمنكري البعث من العذاب",""
44,51,59,202,"جزاء المتقين في الجنة",""
45,1,6,101,"من الآيات الدالة على وحدانية الله سبحانه وقدرته",""
45,7,11,302,"تهديد الكافرين المكذبين بآيات الله سبحانه وتعالى",""
45,12,13,103,"من نعم الله تعالى على عباده",""
45,14,15,202,"توجيهات للمؤمنين",""
45,16,22,404,"من نعم الله على بني إسرائيل ومقابلة ذلك بالبغي وتهديدهم",""
45,23,29,302,"ضلال المشركين وإنكارهم البعث وجزاؤهم",""
45,30,30,202,"جزاء المؤمنين",""
45,31,35,302,"جزاء الكافرين المستكبرين المنكرين للبعث وبيان سبب العذاب لهم",""
45,36,37,102,"بيان فضل الله تعالى وكبريائه",""
46,1,6,305,"إثبات القدرة الإلهية ومناقشة المشركين في شركهم",""
46,7,12,305,"مناقشة المشركين في موقفهم من القرآن والنبي ﷺ",""
46,13,14,202,"جزاء المستقيمين",""
46,15,16,202,"الوصية بالوالدين وبيان فضل الأم وجزاء البار بوالديه",""
46,17,19,302,"جزاء العاق لوالديه المنكر للبعث",""
46,20,20,302,"جزاء المستكبرين الفاسقين",""
46,21,28,404,"قصة هود عليه السلام مع قومه عاد",""
46,29,32,105,"إيمان بعض الجن بالقرآن الكريم وبدعوة رسول الله ﷺ",""
46,33,35,303,"إثبات البعث بالأدلة وتهديد المنكرين له",""
47,1,3,104,"جزاء وأحوال كل من الكفار والمؤمنين",""
47,4,6,203,"الأمر بجهاد الكافرين وثواب المجاهدين",""
47,7,14,104,"شروط النصر للمؤمنين والخذلان للكافرين وجزاء كل منهما في الآخرة",""
47,15,18,302,"ما أعد للمتقين في الجنة وما أعد للكافرين في النار",""
47,19,19,202,"الأمر بالعلم والاستغفار",""
47,20,30,302,"أحوال المنافقين وعاقبتهم",""
47,31,31,202,"ابتلاء المجاهدين الصابرين وتوجيه للمؤمنين",""
47,32,32,302,"ابتلاء المجاهدين الصابرين وتوجيه للمؤمنين",""
47,33,33,202,"ابتلاء المجاهدين الصابرين وتوجيه للمؤمنين",""
47,34,34,302,"أحوال المنافقين وعاقبتهم",""
47,35,38,203,"حقيقة الدنيا والترهيب فيها والأمر بالإنفاق والجهاد",""
48,1,7,401,"صلح الحديبية وفوائده للمؤمنين وعواقبه على المنافقين والمشركين",""
48,8,10,401,"وظائف النبي ﷺ وبيعة الصحابة له في الحديبية",""
48,11,16,302,"حقيقة المنافقين وتخلفهم عن الحديبية وبيان عاقبتهم",""
48,17,17,501,"رفع الحرج عن أصحاب الأعذار",""
48,18,26,401,"بيعة الرضوان وفضل من بايع وجزاؤه ونتائج الصلح",""
48,27,29,401,"تحقيق رؤيا رسول الله ﷺ وبعض أوصاف الرسول ﷺ وأصحابه",""
49,1,5,202,"آداب المؤمنين مع النبي ﷺ",""
49,6,13,202,"وجوب التثبت من الأخبار وآداب المؤمنين فيما بينهم",""
49,14,18,105,"الفرق بين الإيمان والإسلام وحقيقة الإيمان الصحيح والهداية من الله وحده",""
50,1,11,302,"إنكار المشركين البعث وأدلة إثبات البعث",""
50,12,15,404,"تذكير بالأمم السابقة المكذبة بالبعث ووعيدهم",""
50,16,18,101,"خلق الله الإنسان وعلمه بأحواله",""
50,19,30,302,"الموت حق والبعث حق وحوار بين الكافر وقرينه يوم القيامة",""
50,31,35,202,"ثواب المؤمنين في الجنة وبعض صفاتهم",""
50,36,37,302,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
50,38,38,101,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
50,39,40,401,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
50,41,45,302,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
51,1,14,302,"إثبات البعث والقسم على وقوعه ولعن المنكرين للبعث وعاقبتهم",""
51,1,14,302,"إثبات البعث والقسم على وقوعه ولعن المنكرين للبعث وعاقبتهم",""
51,15,19,202,"المتقون وجزاؤهم وأوصافهم",""
51,20,23,101,"آيات الله في الأرض والأنفس وحقيقة الرزق وأنه مقسوم مقدر كالحق",""
51,24,37,404,"قصة ضيف إبراهيم عليه السلام من الملائكة وإهلاك قوم لوط",""
51,38,46,404,"ذكر بعض الأنبياء مع أقوامهم المكذبين وعاقبتهم",""
51,47,51,101,"قدرة الله في الكون ووحدانيته",""
51,52,55,302,"موقف الكفار من رسلهم وأمر الرسول ﷺ بالإعراض عنهم والاستمرار بالتذكير",""
51,56,58,101,"الحكمة من خلق الجن والإنس وبيان قدرة الله تعالى",""
51,59,60,302,"عاقبة الظالمين والكافرين",""
52,1,16,302,"إثبات العذاب يوم القيامة للمكذبين",""
52,17,28,202,"إثبات النعيم في الجنة للمتقين وأنواع النعيم",""
52,29,47,305,"مناقشة الكفار في معتقدهم والرد عليهم وتخويفهم بالعذاب",""
52,48,49,401,"توجيهات للنبي ﷺ بالصبر والتسبيح",""
53,1,18,401,"إثبات الوحي ورؤية النبي ﷺ جبريل وآيات الله الكبرى",""
53,19,30,305,"ضلالة عبادة الأصنام ومناقشة عابديها وبيان جهلهم",""
53,31,32,202,"جزاء المسيئين والمحسنين وبيان أوصاف المحسنين",""
53,33,41,302,"توبيخ الوليد بن المغيرة الذي ضل بعد هدى مغترًا بماله",""
53,42,62,101,"الله وحده هو المتصرف في خلقه والقادر على إهلاك الكافرين وبعثهم يوم القيامة",""
54,1,1,401,"معجزة انشقاق القمر",""
54,2,8,302,"موقف المشركين من معجزة انشقاق القمر ووعيدهم",""
54,9,17,404,"قصة نوح عليه السلام مع قومه",""
54,18,22,404,"قصة عاد قوم هود",""
54,23,32,404,"قصة صالح عليه السلام مع قومه ثمود",""
54,33,40,404,"قصة لوط عليه السلام مع قومه",""
54,41,42,404,"قصة آل فرعون",""
54,43,53,302,"التحذير من كفار قريش وبيان مصير المجرمين",""
54,43,53,302,"التهكم من كفار قريش وبيان مصير المجرمين",""
54,54,55,202,"جزاء المتقين",""
55,1,25,103,"نعم الله تعالى على عباده وتوبيخ من يكفرها",""
55,26,30,101,"فناء كل المخلوقات والبقاء لله وحده",""
55,31,36,101,"بيان عجز الإنس والجن أمام قدرة الله تعالى",""
55,37,45,302,"عاقبة المجرمين في الآخرة",""
55,46,78,202,"وصف جنات المتقين",""
56,1,7,304,"من أهوال يوم القيامة وأصناف الناس يومئذ",""
56,8,8,202,"من أهوال يوم القيامة وأصناف الناس يومئذ",""
56,9,9,304,"من أهوال يوم القيامة وأصناف الناس يومئذ",""
56,10,14,202,"من أهوال يوم القيامة وأصناف الناس يومئذ",""
56,15,26,202,"نعيم أصحاب جنات النعيم",""
56,27,40,202,"وصف نعيم أصحاب اليمين",""
56,41,56,302,"عذاب أصحاب الشمال وبيان بعض صفاتهم",""
56,57,74,101,"آلاء الله الدالة على فضله وقدرته على البعث والحساب",""
56,75,87,601,"القسم على عظمة القرآن وأنه من عند الله سبحانه وتهديد المكذبين به",""
56,75,87,302,"القسم على عظمة القرآن وأنه من عند الله سبحانه وتهديد المكذبين به",""
56,88,91,202,"جزاء المتقين وجزاء أصحاب اليمين يوم القيامة",""
56,92,96,302,"عاقبة المكذبين الضالين يوم القيامة",""
57,1,6,101,"تسبيح الله الذي بيده ملكوت كل شيء",""
57,7,12,202,"الأمر بالإيمان بالله تعالى والحث على الإنفاق وجزاء المؤمنين والمتصدقين",""
57,13,16,302,"المنافقون وحوارهم يوم القيامة مع المؤمنين وعاقبتهم",""
57,17,19,202,"دعوة المؤمنين لخشية الله تعالى وثواب المتصدقين والمؤمنين وجزاء الكافرين",""
57,20,20,701,"حقيقة الدنيا وتحذير الناس منها وضرب المثل لها",""
57,21,21,202,"الحث على العمل الصالح",""
57,22,24,101,"الإيمان بالقضاء والقدر يهون المصائب ويدفع للسخاء ويحد البخل",""
57,25,27,401,"الحكمة من إرسال الرسل وذكر بعض قصص الرسل",""
57,28,29,202,"أمر أهل الكتاب بالإيمان برسول الله ﷺ والتقوى ليضاعف لهم الأجر",""
58,1,4,501,"حكم الظهار وكفارته",""
58,5,6,302,"تهديد الكافرين وبيان إحصاء الله أعمالهم",""
58,7,7,102,"إحاطة علم الله بكل شيء",""
58,8,8,302,"عقاب المتناجين بالسوء",""
58,9,11,202,"بيان أدب المناجاة والتحذير من مناجاة السوء وآداب المجالس",""
58,12,13,202,"وجوب الصدقة لمناجاة رسول الله ﷺ ونسخ الوجوب",""
58,14,21,302,"النهي عن موالاة الكفار وبيان عاقبة الموالين لهم",""
58,22,22,202,"نفي الإيمان عن من يوالي الكفار وجزاء المؤمنين الذين لا يوالون الكفار",""
59,1,5,302,"إجلاء يهود بني النضير وتوبيخهم",""
59,6,7,501,"حكم الفيء",""
59,8,10,202,"بيان فضل الفقراء المهاجرين والأنصار الذين آووهم وكذلك الذين ساءوا على نهجهم من بعدهم وأن الفيء هم أحق به",""
59,11,17,302,"المنافقون وموالاتهم لليهود ضد المسلمين وجبنهم وخلافاتهم لبعضهم وجزاؤهم",""
59,18,20,202,"الحث على التقوى والفوز للمتقين",""
59,21,21,601,"بيان قوة تأثير القرآن لتوبيخ الإنسان غير المتأثر فيه",""
59,22,24,105,"أسماء الله الحسنى",""
60,1,3,302,"النهي عن موالاة الكفار وبيان حقيقتهم وعدائهم في الدنيا والآخرة",""
60,4,7,404,"قصة إبراهيم والذين معه في البراءة من المشركين ووجوب التأسي بهم",""
60,8,9,501,"أحكام علاقة المسلمين بالكفار",""
60,10,11,501,"أحكام النساء المهاجرات من دار الكفر إلى دار الإسلام وبالعكس",""
60,12,12,401,"أمر النبي ﷺ بمبايعة النساء المهاجرات إذا جئن مبايعات",""
60,13,13,302,"تأكيد النهي عن موالاة الكفار والمغضوب عليهم",""
61,1,1,101,"تسبيح الله مالك السماوات والأرض",""
61,2,4,202,"من أخلاق المسلم أن يفي بما يعد وأن يدافع مجاهدًا عن دين الله",""
61,5,8,404,"قصة موسى وعيسى عليهما السلام مع بني إسرائيل",""
61,9,9,105,"دين الإسلام دين محمد ﷺ فوق كل دين",""
61,10,14,202,"أسس التجارة الرابحة وحقيقتها",""
62,1,1,101,"تسبيح الله مالك السماوات والأرض",""
62,2,4,401,"مهمة النبي ﷺ في الدعوة",""
62,5,5,701,"ضرب المثل لليهود الذين لم يحملوا بالتوراة",""
62,6,8,305,"إقامة الحجة على اليهود في كذبهم أنهم أولياء الله",""
62,9,11,501,"أحكام صلاة الجمعة",""
63,1,8,302,"المنافقون وخصالهم والرد على افترائهم",""
63,9,11,202,"نصائح وتوجيهات للمؤمنين",""
64,1,4,101,"من مظاهر قدرة الله تعالى وعلمه",""
64,5,6,404,"قصة قوم كفروا بربهم وعاقبتهم",""
64,7,10,302,"إنكار المشركين للبعث والرد عليهم وثواب المؤمنين وعقاب الكافرين",""
64,7,10,303,"إنكار المشركين للبعث والرد عليهم وثواب المؤمنين وعقاب الكافرين",""
64,7,10,202,"إنكار المشركين للبعث والرد عليهم وثواب المؤمنين وعقاب الكافرين",""
64,11,18,202,"توجيهات للمؤمنين",""
65,1,7,501,"من أحكام الطلاق والعدة والسكنى والنفقة والرضاع خلالهما",""
65,8,10,302,"تهديد المعاندين وحسابهم وتحذير المؤمنين أن يتأسوا بهم",""
65,11,11,202,"وعد المؤمنين بالعاقبة الحسنة",""
65,12,12,101,"التذكير بقدرة الله تعالى وقدره وعلمه",""
66,1,5,401,"قصة حدثت بين النبي ﷺ وبعض أزواجه",""
66,6,6,202,"نداء المؤمنين بوجوب الوقاية من النار",""
66,7,7,302,"نداء الكافرين لتبئيسهم من قبول الاعتذار يوم القيامة",""
66,8,8,202,"نداء المؤمنين بوجوب التوبة النصوح وجزاء ذلك",""
66,9,9,401,"نداء النبي ﷺ بوجوب جهاد الكفار",""
66,10,12,701,"ضرب مثلين للذين كفروا من النساء وآخرين للذين آمنوا وعاقبة كل منهما",""
67,1,5,102,"من مظاهر قدرة الله تعالى",""
67,6,11,302,"عاقبة الكفار واعترافهم بذنوبهم",""
67,12,12,202,"جزاء الذين يخشون الله تعالى",""
67,13,15,103,"علم الله تعالى وكثرة نعمه",""
67,16,18,302,"تهديد للكفار من عذاب الله",""
67,19,22,302,"توبيخ المشركين على كفرهم وعبادة الأصنام",""
67,23,27,103,"بيان قدرة الله في الخلق والحشر وإثبات الحشر وعاقبة الكفار فيه",""
67,23,27,302,"بيان قدرة الله في الخلق والحشر وإثبات الحشر وعاقبة الكفار فيه",""
67,28,30,105,"بيد الله النجاة في الآخرة وبيده ماء العين في الدنيا",""
68,1,7,401,"تأييد النبي ﷺ وبيان خلقه العظيم",""
68,8,16,302,"صفات المكذبين الذميمة",""
68,17,33,404,"قصة أصحاب الجنة الذين كفروا نعمة الله وماذا حل بهم",""
68,34,34,202,"جزاء المتقين",""
68,35,47,302,"إقامة الحجة على المجرمين وتوبيخهم ووعيدهم",""
68,48,52,401,"أمر النبي ﷺ بالصبر وذكر قصة يونس لتثبيت فؤاده وتقويتها",""
69,1,3,304,"من أحوال يوم القيامة",""
69,4,12,404,"إهلاك الله المكذبين وهم عاد وثمود وقوم فرعون وقوم لوط وقوم نوح",""
69,13,18,304,"من أحوال يوم القيامة",""
69,19,24,202,"مصير أصحاب اليمين ونعيمهم",""
69,25,37,302,"مصير أصحاب الشمال وعذابهم",""
69,38,52,601,"حقيقة القرآن وتنزيهه عن الافتراء ووظائفه",""
70,1,18,302,"أحوال يوم القيامة",""
70,19,21,303,"طبيعة الإنسان",""
70,22,35,202,"صفات المؤمنين وجزاؤهم",""
70,36,44,302,"أفعال الكافرين ومصيرهم",""
71,1,4,404,"قصة إرسال نوح عليه السلام إلى قومه ومهمته",""
71,5,28,404,"نوح عليه السلام يشكو قومه إلى الله تعالى ويدعو عليهم بالهلاك",""
72,1,17,403,"إيمان الجن بالقرآن بعد الاستماع إليه وبيان أنواع الجن وعقائدهم",""
72,18,25,401,"توجيهات إلهية للنبي ﷺ",""
72,26,28,102,"لا يعلم الغيب إلا الله تعالى",""
73,1,10,401,"توجيهات إلهية للنبي ﷺ لإعداده روحيًا لتلقي الوحي ونشر الدعوة",""
73,11,19,302,"تهديد المكذبين بأهوال يوم القيامة وعذاب جهنم",""
73,20,20,202,"فضل قيام الليل وتوجيهات للمؤمنين",""
74,1,7,401,"توجيهات للنبي ﷺ",""
74,8,10,302,"تهديد للكافرين بهول يوم القيامة",""
74,11,26,404,"ذكر قصة الوليد بن المغيرة ووعيده",""
74,27,37,302,"وصف جهنم وعدد خزنتها وحقيقتهم",""
74,38,53,302,"أسباب عذاب المجرمين في جهنم على لسانهم",""
74,54,56,601,"حقيقة القرآن كل شيء بإرادة الله تعالى",""
75,1,15,303,"إثبات وقوع البعث",""
75,16,19,401,"حرص النبي ﷺ على حفظ ما ينزل من القرآن وتعليمه",""
75,20,40,304,"أحوال الناس يوم القيامة وإثبات البعث",""
76,1,3,101,"خلق الإنسان من العدم وهدايته إلى السبيلين",""
76,4,4,302,"عذاب الكافرين يوم القيامة",""
76,5,22,202,"الأبرار وصفاتهم ووصف نعيمهم في الآخرة",""
76,23,31,401,"توجيهات للنبي ﷺ وللمؤمنين",""
77,1,15,304,"قيام الساعة وأهوالها",""
77,16,19,302,"تخويف الكافرين بالإهلاك",""
77,20,28,101,"من مظاهر قدرة الله تعالى وتخويف الكافرين بها",""
77,29,40,302,"تحذير الكافرين من أهوال يوم القيامة وتهديدهم",""
77,41,44,202,"جزاء المتقين",""
77,45,50,302,"عاقبة المكذبين المجرمين",""
78,1,5,303,"إثبات البعث",""
78,6,16,101,"من مظاهر قدرة الله ونعمه في الكون",""
78,6,16,103,"من مظاهر قدرة الله ونعمه في الكون",""
78,17,30,304,"قيام الساعة وأهوالها وجزاء الطغاة وسبب هذا الجزاء في جهنم",""
78,17,30,302,"قيام الساعة وأهوالها وجزاء الطغاة وسبب هذا الجزاء في جهنم",""
78,31,36,202,"جزاء المتقين في الجنة",""
78,37,40,304,"قيام الساعة وأهوالها وأحوال المشركين فيه",""
78,37,40,302,"قيام الساعة وأهوالها وأحوال المشركين فيه",""
79,1,14,304,"قيام الساعة وأهوالها",""
79,15,26,404,"قصة موسى عليه السلام مع فرعون وعاقبة فرعون",""
79,27,33,101,"من مظاهر قدرة الله تعالى",""
79,34,39,304,"قيام الساعة ومصير الكافرين",""
79,34,39,302,"قيام الساعة ومصير الكافرين",""
79,40,41,202,"مصير المتقين",""
79,42,46,304,"خفاء علم وقت قيام الساعة إلا على الله سبحانه",""
80,1,10,401,"عتاب الله تعالى لنبيه بشأن ابن أم مكتوم",""
80,11,16,601,"مهمة القرآن الكريم",""
80,17,22,101,"الإنسان بيد الله تعالى خلقًا وحياة ونشورًا",""
80,23,32,103,"نعم الله تعالى على عباده",""
80,33,37,303,"أحوال يوم القيامة وعذاب الكافرين واستبشار المؤمنين",""
80,38,39,202,"أحوال يوم القيامة وعذاب الكافرين واستبشار المؤمنين",""
80,40,42,302,"أحوال يوم القيامة وعذاب الكافرين واستبشار المؤمنين",""
81,1,14,304,"أحوال يوم القيامة",""
81,15,29,401,"القسم على صدق الرسول وحقيقة القرآن الكريم",""
81,15,29,401,"القسم على صدق الرسول وحقيقة القرآن الكريم",""
82,1,6,304,"أحوال يوم القيامة",""
82,7,12,302,"توبيخ الإنسان لتناسيه عظمة الله تعالى وكرمه",""
82,13,13,202,"نعيم الأبرار",""
82,12,16,302,"جزاء الفجار وهول يوم القيامة",""
82,17,19,302,"جزاء الفجار وهول يوم القيامة",""
83,1,6,302,"تهديد للمطففين بعذاب يوم القيامة",""
83,7,17,302,"الفجار وجزاؤهم يوم القيامة",""
83,18,28,202,"الأبرار ونعيمهم في الجنة",""
83,29,36,302,"معاملة المجرمين في الدنيا للمؤمنين وجزاؤهم في الآخرة من جنس عملهم",""
84,1,5,304,"أحوال يوم القيامة",""
84,6,9,202,"جزاء أصحاب اليمين",""
84,10,15,302,"جزاء أصحاب الشمال",""
84,16,19,303,"القسم لتأكيد وقوع يوم القيامة ومصير الكافرين",""
84,16,19,302,"القسم لتأكيد وقوع يوم القيامة ومصير الكافرين",""
84,20,24,302,"تهديد الكافرين بعذاب يوم القيامة",""
84,25,25,202,"جزاء المؤمنين",""
85,1,9,404,"القسم على لعن أصحاب الأخدود",""
85,10,10,302,"تهديد الذين يفتنون المؤمنين",""
85,11,11,202,"ثواب المؤمنين",""
85,12,16,102,"تهديد الكافرين بقدرة الله تعالى على كل شيء",""
85,17,20,404,"قصة إهلاك فرعون وثمود",""
85,21,22,601,"مكانة القرآن الكريم",""
86,1,10,303,"إثبات البعث والحفظة من الملائكة",""
86,11,14,601,"القسم على أن القرآن حق",""
86,15,17,302,"تهديد الكافرين",""
87,1,8,101,"مظاهر قدرة الله تعالى",""
87,9,19,202,"توجيهات للنبي ﷺ وللمؤمنين",""
88,1,7,304,"أحوال يوم القيامة على الكافرين",""
88,8,16,202,"نعيم الوجوه في الجنة",""
88,17,20,101,"من مظاهر قدرة الله تعالى",""
88,21,26,303,"آيات وقوع البعث",""
89,1,14,404,"القسم بهلاك المكذبين لرسلهم من الأمم السابقة",""
89,15,20,303,"طبيعة الإنسان الناسي لربه سبحانه",""
89,21,26,304,"أحوال يوم القيامة وندم المقصر فيه",""
89,27,30,202,"مصير المؤمنين",""
90,1,7,303,"اغترار الإنسان بقوته وماله",""
90,8,16,103,"نعم الله على عبده وحثه على شكرها من خلال فعل الخير",""
90,17,18,202,"مصير أصحاب اليمين",""
90,19,20,302,"مصير أصحاب الشمال",""
91,1,10,202,"القسم بمظاهر قدرة الله تعالى على فضل تزكية النفس وعاقبة إهمالها",""
91,11,15,404,"قصة ثمود والناقة",""
92,1,7,202,"القسم بمظاهر قدرة الله تعالى على فضل الإنفاق",""
92,8,11,302,"عاقبة البخيل",""
92,12,16,302,"النار عاقبة المكذبين",""
92,17,21,202,"ينجو من النار المتقون المنفقون في سبيل الله",""
93,1,11,401,"تثبيت فؤاد النبي ﷺ ونعم الله عليه وبعض توجيهات من الله له",""
94,1,8,401,"مكانة رسول الله ﷺ عند الله تعالى",""
95,1,8,101,"تكريم الله تعالى للإنسان وانحطاطه بالكفر والمعاصي",""
96,1,5,401,"الأمر بالقراءة والعلم والكتابة",""
96,6,8,303,"طبيعة الإنسان ونسيانه الآخرة",""
96,9,19,302,"تهديد الطغاة الذين يصدون عن سبيل الله",""
97,1,5,105,"فضائل ليلة القدر",""
98,1,5,401,"مهمة رسول الله ﷺ وانفراق أهل الكتاب فيه",""
98,6,6,302,"وعيد الكافرين بالعذاب",""
98,7,8,202,"بشرى المؤمنين بالجنة",""
99,1,8,304,"أحوال يوم القيامة ودقة الحساب على الخير والشر",""
100,1,11,303,"القسم على أن الإنسان جحود لنعم ربه شديد الحب للمال ناس لآخرته",""
101,1,11,304,"أحوال يوم القيامة",""
102,1,8,303,"طول الأمل في الدنيا وتخويف الناس من الجحيم يوم القيامة",""
103,1,2,302,"حال الكافر",""
103,3,3,202,"حال المؤمن",""
104,1,9,302,"وعيد اللماز للناس يوم القيامة",""
105,1,5,404,"قصة أصحاب الفيل",""
106,1,4,103,"نعم الله تعالى على قريش ودعوتهم لعبادة المنعم",""
107,1,7,302,"صفات المنكر ليوم الحساب والمنافق",""
108,1,3,401,"فضل الله على نبيه وواجب النبي ﷺ وتبعية مبغضه",""
109,1,6,501,"وجوب البراءة من عبادة الكافرين ودينهم",""
110,1,3,401,"فتح مكة وواجب النبي ﷺ عند ذلك",""
111,1,5,302,"توبيخ أبي لهب وامرأته ومصيرهما",""
112,1,4,105,"توحيد الله وتنزيهه عن الوالد والولد والشريك والشبيه",""
113,1,5,501,"وجوب الاستعاذة بالله تعالى من شر المخلوقات",""
114,1,6,501,"وجوب الاستعاذة بالله تعالى من شر شياطين الجن والإنس",""